data_type,collector,purpose,text
UNSPECIFIED_DATA,we,,"If the user allows the Company to obtain user information through a service operated by a third party, the Company may obtain the user's information.
In some cases, the Company may use information obtained from third parties other than the Company, such as user interests and preferences and browsing history, in conjunction with personal information already in the possession of the Company, but in such cases, the Company will obtain consent from the user in advance and use the information within the scope of the purposes of use listed above.
The Company may acquire the following information from users in this service through the website ( amptalk.co.jp ) or our product.
When acquiring personal information, we will publicly announce or notify the purpose of use, or when acquiring personal information directly from the user in a contract or other document (including electromagnetic records), we will clearly state the purpose of use in advance and acquire the information through legal and fair means."
acquire personal information,we,"advertising, analytics",We use the acquired personal information within the scope necessary to achieve the following purposes of use
cookie / pixel tag,UNSPECIFIED_ACTOR,"analytics, services",The Company's website uses a technology (cookies) to record and manage the information of users of the Company's website on their computers and application software.
cookie / pixel tag,we,"advertising, analytics","Our website uses HubSpot, a CRM tool, and uses cookies issued by Hubspot."
retain personal datum,we,"advertising, analytics, services","If a user requests the disclosure of retained personal data that identifies the user based on the Act on the Protection of Personal Information, the Company will confirm that the request is from the user themselves and disclose the retained personal data without delay in accordance with the Act on the Protection of Personal Information in the manner requested by the user (if the requested method requires a large amount of expense or is otherwise difficult, disclosure will be made by delivering a written document)."
