data_type,collector,purpose,text
information you search for,we,"analytics, services, advertising, security","As is true with most websites and services delivered over the Internet, we gather certain information and store it in log files when you interact with our Websites and SaaS Products.
This information includes internet protocol (IP) addresses as well as browser type, internet service provider, URLs of referring/exit pages, operating system, date/time stamp, the information you search for, locale and language preferences, identification numbers associated with your Devices, your mobile carrier, and system configuration information."
internet activity,UNSPECIFIED_ACTOR,"advertising, services","Soloinsight and our third-party partners may use JavaScript, e-tags, ""flash cookies"", and HTML5 local storage to collect information about your online activities over time and across different websites or online services."
internet activity,soloinsight,services,"Soloinsight and our third-party partners may use JavaScript, e-tags, ""flash cookies"", and HTML5 local storage to collect information about your online activities over time and across different websites or online services."
locale preference,we,"analytics, services, advertising, security","As is true with most websites and services delivered over the Internet, we gather certain information and store it in log files when you interact with our Websites and SaaS Products.
This information includes internet protocol (IP) addresses as well as browser type, internet service provider, URLs of referring/exit pages, operating system, date/time stamp, the information you search for, locale and language preferences, identification numbers associated with your Devices, your mobile carrier, and system configuration information."
non-personal information,UNSPECIFIED_ACTOR,"advertising, services",We may also share aggregated or anonymized information that does not directly identify you with the third parties described above.
non-personal information,we,"analytics, services, advertising, security",We may also share aggregated or anonymized information that does not directly identify you with the third parties described above.
person name,soloinsight,services,"To facilitate the documentation of visitor invitation particulars, Soloinsight needs to gather certain sensitive information from users: their name, and email address."
person name,we,,"By authorizing us to connect with a third-party service, you authorize us to access and store your name, email address(es), phone numbers, current city, profile picture URL, and other information that the third-party service makes available to us, and to use and disclose it in accordance with this Privacy Policy."
person name,we,"analytics, services, advertising, security","By authorizing us to connect with a third-party service, you authorize us to access and store your name, email address(es), phone numbers, current city, profile picture URL, and other information that the third-party service makes available to us, and to use and disclose it in accordance with this Privacy Policy."
personal information,UNSPECIFIED_ACTOR,"advertising, services","We may disclose your Information (including your Personal Information) to a third party if (a) we believe that disclosure is reasonably necessary to comply with any applicable law, regulation, legal process or governmental request, (b) to enforce our agreements, policies, and terms of service, (c) to protect the security or integrity of Soloinsight's products and services, (d) to protect Soloinsight, our customers or the public from harm or illegal activities, or (e) to respond to an emergency which we believe in the good faith requires us to disclose information to assist in preventing the death or serious bodily injury of any person.
We will share your Personal Information with third parties when we have your consent to do so."
personal information,we,,"We may disclose your Information (including your Personal Information) to a third party if (a) we believe that disclosure is reasonably necessary to comply with any applicable law, regulation, legal process or governmental request, (b) to enforce our agreements, policies, and terms of service, (c) to protect the security or integrity of Soloinsight's products and services, (d) to protect Soloinsight, our customers or the public from harm or illegal activities, or (e) to respond to an emergency which we believe in the good faith requires us to disclose information to assist in preventing the death or serious bodily injury of any person.
We may share or transfer your Information (including your Personal Information) in connection with, or during negotiations of, any merger, sale of company assets, financing, or acquisition of all or a portion of our business to another company.
We will share your Personal Information with third parties when we have your consent to do so.
Your tenants' Information (including personal information if applicable) is only used by us for the following purposes:"
personal information,we,"analytics, services, advertising, security","We may disclose your Information (including your Personal Information) to a third party if (a) we believe that disclosure is reasonably necessary to comply with any applicable law, regulation, legal process or governmental request, (b) to enforce our agreements, policies, and terms of service, (c) to protect the security or integrity of Soloinsight's products and services, (d) to protect Soloinsight, our customers or the public from harm or illegal activities, or (e) to respond to an emergency which we believe in the good faith requires us to disclose information to assist in preventing the death or serious bodily injury of any person.
We may share or transfer your Information (including your Personal Information) in connection with, or during negotiations of, any merger, sale of company assets, financing, or acquisition of all or a portion of our business to another company.
We will share your Personal Information with third parties when we have your consent to do so.
Your tenants' Information (including personal information if applicable) is only used by us for the following purposes:"
personal information about employee,we,"analytics, services, advertising, security","Soloinsight's Multi-Tenant Services might require you and your tenants to provide us with personal information about their employees, visitors, and others in order to perform the required services."
phone number,we,,"By authorizing us to connect with a third-party service, you authorize us to access and store your name, email address(es), phone numbers, current city, profile picture URL, and other information that the third-party service makes available to us, and to use and disclose it in accordance with this Privacy Policy."
phone number,we,"analytics, services, advertising, security","By authorizing us to connect with a third-party service, you authorize us to access and store your name, email address(es), phone numbers, current city, profile picture URL, and other information that the third-party service makes available to us, and to use and disclose it in accordance with this Privacy Policy."
profile picture url,we,"analytics, services, advertising, security","By authorizing us to connect with a third-party service, you authorize us to access and store your name, email address(es), phone numbers, current city, profile picture URL, and other information that the third-party service makes available to us, and to use and disclose it in accordance with this Privacy Policy."
sensitive information,soloinsight,services,"To facilitate the documentation of visitor invitation particulars, Soloinsight needs to gather certain sensitive information from users: their name, and email address."
system configuration information,we,"analytics, services, advertising, security","As is true with most websites and services delivered over the Internet, we gather certain information and store it in log files when you interact with our Websites and SaaS Products.
This information includes internet protocol (IP) addresses as well as browser type, internet service provider, URLs of referring/exit pages, operating system, date/time stamp, the information you search for, locale and language preferences, identification numbers associated with your Devices, your mobile carrier, and system configuration information."
url,we,"analytics, services, advertising, security","As is true with most websites and services delivered over the Internet, we gather certain information and store it in log files when you interact with our Websites and SaaS Products.
This information includes internet protocol (IP) addresses as well as browser type, internet service provider, URLs of referring/exit pages, operating system, date/time stamp, the information you search for, locale and language preferences, identification numbers associated with your Devices, your mobile carrier, and system configuration information."
