data_type,collector,purpose,text
UNSPECIFIED_DATA,we,services,"We also use your information to respond to you when you contact us.
We only use your information in a lawful, transparent, and fair manner."
personal datum base on legitimate interest,we,"services, advertising, legal, security","This includes detecting, investigating, preventing, and stopping fraudulent, harmful, unauthorized, or illegal activity (""fraud and abuse detection"") and compliance with privacy laws; To protect your vital interests or those of others : We process certain personal data in order to protect vital interests for the purpose of detecting and preventing illicit activities that impact vital interests and public safety, including child sexual abuse material; and As necessary for our (or others') legitimate interests, unless those interests are overridden by your interests or fundamental rights and freedoms, which require protection of personal data: We process your personal data based on such legitimate interests to (i) enter and perform the contract with the account owner and/or reseller providing you with SPX Graphics (which includes billing, compliance with contractual obligations, and related administration and support); (ii) develop, test, and improve our services and troubleshoot products and features; (iii) ensure authentication, integrity, security, and safety of accounts, activity and products, including detect and prevent malicious conduct and violations of our terms and policies, prevent or investigate bad or unsafe experiences, and address security threats; (iv) send marketing communications, advertising, and promotions related to SPX Graphics; and (v) comply with non-EEA laws, regulations, codes of practice, guidelines, or rules applicable to us and respond to requests from, and other communications with, competent non-EEA public, governmental, judicial, or other regulatory authorities, as well as meet our corporate and social responsibility commitments, protect our rights and property and the ones of our customers, resolve disputes, and enforce agreements."
