data_type,collector,purpose,text
email address,we,"advertising, analytics, services, legal","Broadly, the types of data we collect may include: Contact details (name, work/institution phone or email, personal phone or email (for recruitment Sites only));"
employment datum,we,"advertising, analytics, services","Broadly, the types of data we collect may include: Employment and performance related data (for workforce management, and D&I Sites) (job roles or descriptions, performance reviews, length of service, feedback, job title, division, development goals or plans, performance plans, salary data, D&I analytics); and/or"
feedback,we,"advertising, analytics, services","Broadly, the types of data we collect may include: Employment and performance related data (for workforce management, and D&I Sites) (job roles or descriptions, performance reviews, length of service, feedback, job title, division, development goals or plans, performance plans, salary data, D&I analytics); and/or"
financial data,we,"advertising, analytics, services",We may collect and use the following categories of personal data about you (some or all may apply to you): Financial data; and
financial data,we,"advertising, analytics, services, legal",We may collect and use the following categories of personal data about you (some or all may apply to you): Financial data; and
geolocation,we,"advertising, analytics, services","Broadly, the types of data we collect may include: Location (IP address);
The types of information we may collect through our Sites include: Location (IP address);"
identification datum,we,"advertising, analytics, services",We may collect and use the following categories of personal data about you (some or all may apply to you): Identification data;
identification datum,we,"advertising, analytics, services, legal",We may collect and use the following categories of personal data about you (some or all may apply to you): Identification data;
information about choice,we,"advertising, analytics, services","We use preference cookies to collect information about your choices and preferences, and to allow us to remember language or other local settings and customize our site accordingly."
information about use of site,we,"advertising, analytics, services","We also use analytics cookies to collect information about your use of our site, and to enable us to improve the way our site works."
information collect from partner,we,"advertising, analytics, services","We use the information collected from partners, reseller and suppliers to effectively manage our business relationships, including communication and contract management."
information concern they concern they,we,"advertising, analytics, services","When we engage a contractor, partner, or supplier, we may collect certain information concerning them concerning them (or as the case maybe be, their customers)."
information on health condition,we,"advertising, analytics, services",We may collect and use the following categories of personal data about you (some or all may apply to you): Information on certain health conditions (only where required by law);
information on health condition,we,"advertising, analytics, services, legal",We may collect and use the following categories of personal data about you (some or all may apply to you): Information on certain health conditions (only where required by law);
information we collect from you,we,"advertising, analytics, services, legal","We retain the information we collect from you for as long as necessary to fulfill the purposes for which it was collected (e.g., to provide the Subscription Services and other services to our customers) or to comply with legal, tax, or accounting requirements."
instruction on,we,"advertising, analytics, services, legal","Our customer determines how we collect or use your data, and provides us with instructions on what to do with it in our agreement with them."
ip address,we,"advertising, analytics, services, legal","Broadly, the types of data we collect may include: Location (IP address);
The types of information we may collect through our Sites include: Location (IP address);
When you click on the link we will receive details of your IP address."
job application datum,we,"advertising, analytics, services, legal","Broadly, the types of data we collect may include: Recruitment related data (for Recruitment sites only) (home address, qualifications, work history, resume/CV data, job application data)."
job interview note,we,"advertising, analytics, services, legal",We may collect and use the following categories of personal data about you (some or all may apply to you): Job interview notes and any applicable assessment results;
job role,we,"advertising, analytics, services, legal","Broadly, the types of data we collect may include: Employment and performance related data (for workforce management, and D&I Sites) (job roles or descriptions, performance reviews, length of service, feedback, job title, division, development goals or plans, performance plans, salary data, D&I analytics); and/or"
job title,we,"advertising, analytics, services, legal","Broadly, the types of data we collect may include: Employment and performance related data (for workforce management, and D&I Sites) (job roles or descriptions, performance reviews, length of service, feedback, job title, division, development goals or plans, performance plans, salary data, D&I analytics); and/or"
length of service,we,"advertising, analytics, services, legal","Broadly, the types of data we collect may include: Employment and performance related data (for workforce management, and D&I Sites) (job roles or descriptions, performance reviews, length of service, feedback, job title, division, development goals or plans, performance plans, salary data, D&I analytics); and/or"
login detail,we,"advertising, analytics, services, legal","Broadly, the types of data we collect may include: Account details (username, password, login details, profile details);"
password,we,"advertising, analytics, services, legal","Broadly, the types of data we collect may include: Account details (username, password, login details, profile details);"
payment detail,relevant payment provider,services,"To process your payment, you will be required to provide your payment details to the relevant payment provider via its payment gateway."
payment detail,we,"advertising, analytics, services, legal","We will not receive and/or store your payment details, but once you have made payment we will receive confirmation that your payment has been processed and be provided with certain details regarding the transaction including the amount paid."
performance plan,we,"advertising, analytics, services, legal","Broadly, the types of data we collect may include: Employment and performance related data (for workforce management, and D&I Sites) (job roles or descriptions, performance reviews, length of service, feedback, job title, division, development goals or plans, performance plans, salary data, D&I analytics); and/or"
person name,we,"advertising, analytics, services","Broadly, the types of data we collect may include: Contact details (name, work/institution phone or email, personal phone or email (for recruitment Sites only));"
person name,we,"advertising, analytics, services, legal","Broadly, the types of data we collect may include: Contact details (name, work/institution phone or email, personal phone or email (for recruitment Sites only));"
personal phone,we,"advertising, analytics, services, legal","Broadly, the types of data we collect may include: Contact details (name, work/institution phone or email, personal phone or email (for recruitment Sites only));"
postal address,we,"advertising, analytics, services","Broadly, the types of data we collect may include: Recruitment related data (for Recruitment sites only) (home address, qualifications, work history, resume/CV data, job application data)."
postal address,we,"advertising, analytics, services, legal","Broadly, the types of data we collect may include: Recruitment related data (for Recruitment sites only) (home address, qualifications, work history, resume/CV data, job application data)."
profile detail,we,"advertising, analytics, services, legal","Broadly, the types of data we collect may include: Account details (username, password, login details, profile details);"
qualification,we,"advertising, analytics, services, legal","Broadly, the types of data we collect may include: Recruitment related data (for Recruitment sites only) (home address, qualifications, work history, resume/CV data, job application data)."
quiz score,we,"advertising, analytics, services, legal","Broadly, the types of data we collect may include: Education or Training related data (for LMS sites only) (course enrollment, course completion, course information, quiz scores, results, class/training schedules, and other training related information determined by our customer);"
relate datum,we,"advertising, analytics, services, legal","Broadly, the types of data we collect may include: Recruitment related data (for Recruitment sites only) (home address, qualifications, work history, resume/CV data, job application data)."
relate information determine,we,"advertising, analytics, services, legal","Broadly, the types of data we collect may include: Education or Training related data (for LMS sites only) (course enrollment, course completion, course information, quiz scores, results, class/training schedules, and other training related information determined by our customer);"
result,we,"advertising, analytics, services, legal","Broadly, the types of data we collect may include: Education or Training related data (for LMS sites only) (course enrollment, course completion, course information, quiz scores, results, class/training schedules, and other training related information determined by our customer);"
resume cv datum,we,"advertising, analytics, services, legal","Broadly, the types of data we collect may include: Recruitment related data (for Recruitment sites only) (home address, qualifications, work history, resume/CV data, job application data)."
salary datum,we,"advertising, analytics, services, legal","Broadly, the types of data we collect may include: Employment and performance related data (for workforce management, and D&I Sites) (job roles or descriptions, performance reviews, length of service, feedback, job title, division, development goals or plans, performance plans, salary data, D&I analytics); and/or"
sensitive information,we,"advertising, analytics, services, legal","We may collect and use the following categories of personal data about you (some or all may apply to you): Sensitive information (any information you voluntarily provide that may include sensitive data such as race, ethnicity, health information, or other protected characteristics);"
sufficient information allow,we,"advertising, analytics, services, legal","To enable us to process your request, we may require you to: Provide sufficient information that allows us to reasonably verify that you are the person about whom we collected personal information or an authorized representative."
username,we,"advertising, analytics, services, legal","Broadly, the types of data we collect may include: Account details (username, password, login details, profile details);"
work history,we,"advertising, analytics, services, legal","Broadly, the types of data we collect may include: Recruitment related data (for Recruitment sites only) (home address, qualifications, work history, resume/CV data, job application data)."
