data_type,collector,purpose,text
customer data,calendly,advertising,"Calendly stores and processes Customer Data on behalf of our customers as a processor (or service provider) based on our customers' instructions and in accordance with our Data Processing Addendum and Customer Terms and Conditions .   Each customer controls and is  responsible for the information they process using our Services and for complying with any regulations or laws that require providing notice, disclosure, and/or obtaining consent prior to transferring Personal Data to Calendly."
datum within account,authorized agent of company,,"If you are using Calendly as a member of an organization or with your organization's email domain (thereby representing yourself as a member of the organization), we may share your email address, plan information, and data within your account with an authorized agent of your company upon your company's request for them to administer the account for the company."
datum within account,we,"analytics, legal, security, services","If you are using Calendly as a member of an organization or with your organization's email domain (thereby representing yourself as a member of the organization), we may share your email address, plan information, and data within your account with an authorized agent of your company upon your company's request for them to administer the account for the company."
email address,UNSPECIFIED_ACTOR,"analytics, services","For example, these third party sources may provide Calendly with name, email address, phone number, location of business, time zone, biographical details, job title, employer (and related company details), employment seniority, social media usernames and avatars, and social media activity details."
email address,authorized agent of company,,"If you are using Calendly as a member of an organization or with your organization's email domain (thereby representing yourself as a member of the organization), we may share your email address, plan information, and data within your account with an authorized agent of your company upon your company's request for them to administer the account for the company."
email address,calendly,advertising,"Calendly uses this information to assist with its sales and marketing efforts.
For example, these third party sources may provide Calendly with name, email address, phone number, location of business, time zone, biographical details, job title, employer (and related company details), employment seniority, social media usernames and avatars, and social media activity details."
email address,we,"analytics, legal, security, services","If you are using Calendly as a member of an organization or with your organization's email domain (thereby representing yourself as a member of the organization), we may share your email address, plan information, and data within your account with an authorized agent of your company upon your company's request for them to administer the account for the company."
employer,UNSPECIFIED_ACTOR,"analytics, services","For example, these third party sources may provide Calendly with name, email address, phone number, location of business, time zone, biographical details, job title, employer (and related company details), employment seniority, social media usernames and avatars, and social media activity details."
employer,calendly,advertising,"Calendly uses this information to assist with its sales and marketing efforts.
For example, these third party sources may provide Calendly with name, email address, phone number, location of business, time zone, biographical details, job title, employer (and related company details), employment seniority, social media usernames and avatars, and social media activity details."
employment seniority,UNSPECIFIED_ACTOR,"analytics, services","For example, these third party sources may provide Calendly with name, email address, phone number, location of business, time zone, biographical details, job title, employer (and related company details), employment seniority, social media usernames and avatars, and social media activity details."
employment seniority,calendly,advertising,"Calendly uses this information to assist with its sales and marketing efforts.
For example, these third party sources may provide Calendly with name, email address, phone number, location of business, time zone, biographical details, job title, employer (and related company details), employment seniority, social media usernames and avatars, and social media activity details."
geolocation,UNSPECIFIED_ACTOR,"analytics, services","For example, these third party sources may provide Calendly with name, email address, phone number, location of business, time zone, biographical details, job title, employer (and related company details), employment seniority, social media usernames and avatars, and social media activity details."
geolocation,calendly,advertising,"Calendly uses this information to assist with its sales and marketing efforts.
For example, these third party sources may provide Calendly with name, email address, phone number, location of business, time zone, biographical details, job title, employer (and related company details), employment seniority, social media usernames and avatars, and social media activity details."
geolocation,we,"analytics, legal, security, services","In the preceding 12 months, we have collected the following categories of Personal Data: identifiers, personal information categories listed in the California Customer Records statute (Cal. Civ. Code SS 1798.80(e)); commercial information; internet or other similar network activity; geolocation data, professional or employment-related data; and inferences drawn from other categories or personal information."
identifier,advertiser,,"In the preceding 12 months, we have sold or shared the following categories of Personal Data with our targeted advertising and analytics partners: identifiers and internet or other similar network activity."
identifier,analytic provider,,"In the preceding 12 months, we have sold or shared the following categories of Personal Data with our targeted advertising and analytics partners: identifiers and internet or other similar network activity."
identifier,we,"analytics, legal, security, services","In the preceding 12 months, we have collected the following categories of Personal Data: identifiers, personal information categories listed in the California Customer Records statute (Cal. Civ. Code SS 1798.80(e)); commercial information; internet or other similar network activity; geolocation data, professional or employment-related data; and inferences drawn from other categories or personal information.
In the preceding 12 months, we have sold or shared the following categories of Personal Data with our targeted advertising and analytics partners: identifiers and internet or other similar network activity."
inference draw from,we,"analytics, legal, security, services","In the preceding 12 months, we have collected the following categories of Personal Data: identifiers, personal information categories listed in the California Customer Records statute (Cal. Civ. Code SS 1798.80(e)); commercial information; internet or other similar network activity; geolocation data, professional or employment-related data; and inferences drawn from other categories or personal information."
information about you,we,"analytics, legal, security, services","If you do not have an account with us, we may request additional information about you to verify your identity."
information browser send,UNSPECIFIED_ACTOR,"analytics, services","When you access the Website or the Services, we and our authorized third parties may automatically record certain information (""log data""), including information that your browser sends whenever you visit our Website."
information browser send,we,"analytics, legal, security, services","When you access the Website or the Services, we and our authorized third parties may automatically record certain information (""log data""), including information that your browser sends whenever you visit our Website."
information on meeting type customer use,we,"analytics, legal, security, services","For example, we collect information on the meeting types our customers use most often, how many meetings are scheduled each day, the app used for the virtual meeting, and whether the meeting was recorded.
We use this information to help us monitor and improve the Services, such as to determine which features are most popular amongst our customers, and which features could be added or improved."
information provide,we,"analytics, legal, security, services","We also receive other similar information provided by you if you participate in an event hosted by or attended by Calendly or its partners (such as webinars, conferences, and trade shows) and in your interactions with our social media accounts."
internet,advertiser,,"In the preceding 12 months, we have sold or shared the following categories of Personal Data with our targeted advertising and analytics partners: identifiers and internet or other similar network activity."
internet,analytic provider,,"In the preceding 12 months, we have sold or shared the following categories of Personal Data with our targeted advertising and analytics partners: identifiers and internet or other similar network activity."
internet,we,"analytics, legal, security, services","In the preceding 12 months, we have sold or shared the following categories of Personal Data with our targeted advertising and analytics partners: identifiers and internet or other similar network activity."
internet activity,advertiser,,"In the preceding 12 months, we have sold or shared the following categories of Personal Data with our targeted advertising and analytics partners: identifiers and internet or other similar network activity."
internet activity,analytic provider,,"In the preceding 12 months, we have sold or shared the following categories of Personal Data with our targeted advertising and analytics partners: identifiers and internet or other similar network activity."
internet activity,we,"analytics, legal, security, services","In the preceding 12 months, we have collected the following categories of Personal Data: identifiers, personal information categories listed in the California Customer Records statute (Cal. Civ. Code SS 1798.80(e)); commercial information; internet or other similar network activity; geolocation data, professional or employment-related data; and inferences drawn from other categories or personal information.
In the preceding 12 months, we have sold or shared the following categories of Personal Data with our targeted advertising and analytics partners: identifiers and internet or other similar network activity."
job title,UNSPECIFIED_ACTOR,"analytics, services","For example, these third party sources may provide Calendly with name, email address, phone number, location of business, time zone, biographical details, job title, employer (and related company details), employment seniority, social media usernames and avatars, and social media activity details."
job title,calendly,advertising,"Calendly uses this information to assist with its sales and marketing efforts.
For example, these third party sources may provide Calendly with name, email address, phone number, location of business, time zone, biographical details, job title, employer (and related company details), employment seniority, social media usernames and avatars, and social media activity details."
local storage under localstorage,we,"analytics, legal, security, services","We may also use your browser's local storage under ""localStorage"" to store certain information that enables us to recognize you when you return to our website."
payment information you provide to we,we,"analytics, legal, security, services","We use the payment information you provide to us in order to alert you of past, current, and upcoming charges, to allow us to present the billing history to you on your billing page in your account, and to perform internal financial processes, such as looking at the status of a credit card charge."
person name,UNSPECIFIED_ACTOR,"analytics, services","For example, these third party sources may provide Calendly with name, email address, phone number, location of business, time zone, biographical details, job title, employer (and related company details), employment seniority, social media usernames and avatars, and social media activity details."
person name,calendly,advertising,"Calendly uses this information to assist with its sales and marketing efforts.
For example, these third party sources may provide Calendly with name, email address, phone number, location of business, time zone, biographical details, job title, employer (and related company details), employment seniority, social media usernames and avatars, and social media activity details."
personal data provide in verification process,we,"analytics, legal, security, services","We will only use the Personal Data provided in the verification process to verify your identity or authority to make a request, and to track and document request responses, unless you initially provided the information for another purpose."
phone number,UNSPECIFIED_ACTOR,"analytics, services","For example, these third party sources may provide Calendly with name, email address, phone number, location of business, time zone, biographical details, job title, employer (and related company details), employment seniority, social media usernames and avatars, and social media activity details."
phone number,calendly,advertising,"Calendly uses this information to assist with its sales and marketing efforts.
For example, these third party sources may provide Calendly with name, email address, phone number, location of business, time zone, biographical details, job title, employer (and related company details), employment seniority, social media usernames and avatars, and social media activity details."
pixel,UNSPECIFIED_ACTOR,"analytics, services","We and our authorized third parties use Cookies (defined below), pixels, web beacons, and other technologies (such as local storage) to receive and store certain types of information when you interact with us through your computer or mobile device (subject to your consent, opt-out preferences or other appropriate legal basis where legally required)."
pixel,we,"analytics, legal, security, services","We and our authorized third parties use Cookies (defined below), pixels, web beacons, and other technologies (such as local storage) to receive and store certain types of information when you interact with us through your computer or mobile device (subject to your consent, opt-out preferences or other appropriate legal basis where legally required)."
plan information,authorized agent of company,,"If you are using Calendly as a member of an organization or with your organization's email domain (thereby representing yourself as a member of the organization), we may share your email address, plan information, and data within your account with an authorized agent of your company upon your company's request for them to administer the account for the company."
plan information,we,"analytics, legal, security, services","If you are using Calendly as a member of an organization or with your organization's email domain (thereby representing yourself as a member of the organization), we may share your email address, plan information, and data within your account with an authorized agent of your company upon your company's request for them to administer the account for the company."
postal address,third party payment processor,,"If you purchase a paid version of Calendly, our third party payment processors will collect and store your billing address and credit card information."
professional datum,we,"analytics, legal, security, services","In the preceding 12 months, we have collected the following categories of Personal Data: identifiers, personal information categories listed in the California Customer Records statute (Cal. Civ. Code SS 1798.80(e)); commercial information; internet or other similar network activity; geolocation data, professional or employment-related data; and inferences drawn from other categories or personal information."
related company detail,UNSPECIFIED_ACTOR,"analytics, services","For example, these third party sources may provide Calendly with name, email address, phone number, location of business, time zone, biographical details, job title, employer (and related company details), employment seniority, social media usernames and avatars, and social media activity details."
related company detail,calendly,advertising,"Calendly uses this information to assist with its sales and marketing efforts.
For example, these third party sources may provide Calendly with name, email address, phone number, location of business, time zone, biographical details, job title, employer (and related company details), employment seniority, social media usernames and avatars, and social media activity details."
relevant datum,we,"analytics, legal, security, services","For example, when Microsoft uses our Services, we process and store relevant data on behalf of Microsoft."
relevant record associate with request,calendly,"advertising, legal",Calendly will retain the relevant records associated with your request to demonstrate our compliance in accordance with legal requirements and reasonable retention periods.
session recording,we,"analytics, legal, security, services","We may also disclose information to Service Providers for certain web tracking purposes, including allowing Service Providers to directly collect information using Cookies and related tracking technologies (such as pixels and web beacons).  For example, we use session replay, session recording and similar tools provided by Service Providers to record your interactions with our Website, such as how you move throughout our Website and engage with our webforms."
session replay,we,"analytics, legal, security, services","We may also disclose information to Service Providers for certain web tracking purposes, including allowing Service Providers to directly collect information using Cookies and related tracking technologies (such as pixels and web beacons).  For example, we use session replay, session recording and similar tools provided by Service Providers to record your interactions with our Website, such as how you move throughout our Website and engage with our webforms."
small text file send,UNSPECIFIED_ACTOR,"analytics, services","Depending on how you're accessing our Services and subject to your consent, opt-out preferences, or other appropriate legal basis where legally required, we and our authorized third parties may use ""Cookies"" (a small text file sent by your computer each time you visit our Website, unique to your Calendly account or your browser) or similar technologies such as pixels, web beacons or local storage to record log data."
small text file send,we,"analytics, legal, security, services","Depending on how you're accessing our Services and subject to your consent, opt-out preferences, or other appropriate legal basis where legally required, we and our authorized third parties may use ""Cookies"" (a small text file sent by your computer each time you visit our Website, unique to your Calendly account or your browser) or similar technologies such as pixels, web beacons or local storage to record log data."
social medium activity detail,UNSPECIFIED_ACTOR,"analytics, services","For example, these third party sources may provide Calendly with name, email address, phone number, location of business, time zone, biographical details, job title, employer (and related company details), employment seniority, social media usernames and avatars, and social media activity details."
social medium activity detail,calendly,"advertising, legal","Calendly uses this information to assist with its sales and marketing efforts.
For example, these third party sources may provide Calendly with name, email address, phone number, location of business, time zone, biographical details, job title, employer (and related company details), employment seniority, social media usernames and avatars, and social media activity details."
social medium username,UNSPECIFIED_ACTOR,"analytics, services","For example, these third party sources may provide Calendly with name, email address, phone number, location of business, time zone, biographical details, job title, employer (and related company details), employment seniority, social media usernames and avatars, and social media activity details."
social medium username,calendly,"advertising, legal","Calendly uses this information to assist with its sales and marketing efforts.
For example, these third party sources may provide Calendly with name, email address, phone number, location of business, time zone, biographical details, job title, employer (and related company details), employment seniority, social media usernames and avatars, and social media activity details."
time zone,UNSPECIFIED_ACTOR,"analytics, services","For example, these third party sources may provide Calendly with name, email address, phone number, location of business, time zone, biographical details, job title, employer (and related company details), employment seniority, social media usernames and avatars, and social media activity details."
time zone,calendly,"advertising, legal","Calendly uses this information to assist with its sales and marketing efforts.
For example, these third party sources may provide Calendly with name, email address, phone number, location of business, time zone, biographical details, job title, employer (and related company details), employment seniority, social media usernames and avatars, and social media activity details."
type of information,UNSPECIFIED_ACTOR,"analytics, services","We and our authorized third parties use Cookies (defined below), pixels, web beacons, and other technologies (such as local storage) to receive and store certain types of information when you interact with us through your computer or mobile device (subject to your consent, opt-out preferences or other appropriate legal basis where legally required)."
type of information,we,"analytics, legal, security, services","We and our authorized third parties use Cookies (defined below), pixels, web beacons, and other technologies (such as local storage) to receive and store certain types of information when you interact with us through your computer or mobile device (subject to your consent, opt-out preferences or other appropriate legal basis where legally required)."
